runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s,scoreNN1e,scoreNN2e
410000,99710,537837,1.2324007e-10,0.6818182,7.987592,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2582722,0.0,55465.742,50699.812,0,3,1,15,22,32,0,3,1,15,23,34,962,0.5981323813720867,0.8068599244919076
410000,99754,537837,9.77818e-11,0.42307693,44.293514,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9628698,0.0,165933.8,166501.69,0,0,0,11,26,36,0,0,0,13,27,37,1533,0.8459417620999712,0.9319399265459694
410000,5921,537837,1.6821869e-10,0.26923078,47.90378,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8869312,0.0,108599.13,98163.695,0,3,0,7,26,36,0,4,0,8,28,40,1196,0.7314721407219316,0.8416352852806361
410000,146179,537837,1.011975e-10,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.911587,0.0,187189.06,187437.06,0,2,1,4,40,40,0,2,1,6,43,41,2346,0.9399783662588902,0.9462148662431731
410000,10080,537837,1.3559498e-10,0.36363637,146.54137,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6365101,0.0,83104.086,82498.69,1,1,0,4,11,39,1,1,0,6,13,41,1567,0.9164706372754531,0.9354170357649928
410000,10213,537837,1.2176185e-10,0.21428572,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9770184,0.0,53528.098,49137.688,0,2,2,6,28,35,0,2,2,9,30,35,1564,0.12191798041432544,0.9563190675370754
410000,42871,537837,1.1862336e-10,0.93333334,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4765632,0.0,56522.594,56765.914,1,0,0,14,15,36,1,0,0,16,16,36,1938,0.4556522598837297,0.8867731530031456
410000,42914,537837,1.1125598e-10,0.8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6071737,0.0,96413.93,105773.89,4,2,0,8,10,34,4,2,0,8,11,34,1861,0.48674872235037425,0.7770317546327845
410000,141023,537837,3.09426e-10,0.6,45.528614,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.013882,0.0,52560.89,55677.28,1,3,2,12,20,39,1,3,2,13,23,43,1145,0.6166656280131299,0.17508235032029196
410000,129443,537837,0.0,0.6666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.348054,0.0,71590.73,95172.59,2,1,1,12,18,35,2,1,2,14,20,38,1563,0.6017282508621465,0.8165751669920418
410000,7728,537837,1.2041095e-10,0.15384616,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,43251.49,29907.602,2,5,0,6,39,45,2,5,0,7,42,49,953,0.0,0.5494351832887172
410000,7729,537837,8.886635e-11,0.29545453,29.238073,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0733683,0.0,179507.12,197395.98,1,4,4,13,44,56,1,4,4,16,47,59,1773,0.9039355575241543,0.9743251117587564
410000,18476,537837,4.0922938e-12,0.34375,99.62407,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.259701,0.0,112497.56,146547.7,3,1,1,11,32,40,3,1,1,16,34,41,2044,0.9202527109665046,0.9422295032341278
410000,883,537837,1.2601677e-10,0.26666668,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614345,0.0,72162.19,69686.164,2,2,1,4,15,36,2,2,1,5,17,39,1954,0.8934849958498394,0.9843727054740146
410000,1103,537837,1.4250999e-10,0.42105263,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709869,0.0,43822.582,71750.51,3,1,4,8,19,31,3,1,4,12,23,33,1487,0.7949478394606869,0.9420959818298235
410000,23587,537837,5.3683698e-14,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4469682,0.0,79907.914,94432.38,3,2,0,13,13,34,4,2,0,13,13,34,1718,0.46052962536186937,0.9447857520842389
410000,23605,537837,0.0,0.25,17.60832,4.980623,4.980623,4.980623,4.980623,0.0,0.0,1.4627532,0.0,0.29624262,0.0,-0.00096899125,0.0,1.2761258,0.0,92759.945,84723.51,2,0,1,7,28,34,2,0,1,8,28,34,1969,0.8624187639014658,0.9371063594241433
410000,23701,537837,0.0,0.22222222,63.659176,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.286221,0.0,200105.17,177951.58,0,0,0,4,18,44,0,0,0,4,19,45,1945,0.9448609671088248,0.966800309816005
410000,39940,537837,1.241131e-10,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1647277,0.0,70475.63,76489.91,1,2,0,9,6,33,1,2,0,9,6,33,971,0.3034727188505748,0.46869481374444866
410000,74879,537837,1.3326011e-10,0.1875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0653577,0.0,40122.47,61295.637,1,4,1,6,32,32,1,4,1,11,34,35,1294,0.9317237547713835,0.8731756974481861
410000,81022,537837,1.2425481e-10,0.2413793,11.658436,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1320167,0.0,50044.594,55085.227,3,1,0,7,29,33,3,1,0,7,29,33,1106,0.35068763201634,0.90460990908132
410000,81020,537837,1.2002496e-10,0.14285715,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316775,0.0,106419.46,121752.31,1,1,1,4,28,40,1,1,1,6,31,41,1437,0.898460432509992,0.9267133030926613
410000,16729,537837,3.332444e-10,0.39130434,384.37347,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7786016,0.0,201800.38,205646.23,3,3,0,9,23,32,3,3,0,9,23,32,2015,0.9503912746922868,0.9953958378456721
410000,84991,537837,1.2370976e-10,0.8181818,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4153757,0.0,69790.89,59235.324,4,3,1,9,11,40,4,3,1,9,11,40,1633,0.33285125030924156,0.8677097324057623
